Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Type,Per_Sqft
675.0,4.0,2.0,1.0,343,2.0,18500000,Builder_Floor,35714.0
700.0,2.0,1.0,1.0,343,2.0,16000000,Builder_Floor,22857.0
675.0,4.0,3.0,1.0,343,2.0,16000000,Builder_Floor,22857.0
720.0,4.0,2.0,1.0,343,2.0,9000000,Builder_Floor,12500.0
850.0,2.0,2.0,1.0,139,1.0,4500000,Builder_Floor,12500.0
801.0,3.0,2.0,2.0,167,1.0,6000000,Builder_Floor,11291.5
450.0,1.0,2.0,0.0,167,1.0,2700000,Builder_Floor,11291.5
1000.0,3.0,2.0,0.0,167,1.0,6500000,Apartment,11291.5
990.0,3.0,2.0,0.0,167,1.0,4000000,Apartment,4040.0
420.0,2.0,1.0,2.0,167,1.0,2600000,Builder_Floor,4040.0
450.0,2.0,1.0,2.0,167,1.0,3500000,Builder_Floor,7778.0
1000.0,2.0,2.0,0.0,167,1.0,7500000,Apartment,7778.0
900.0,3.0,2.0,2.0,167,1.0,7000000,Builder_Floor,7778.0
800.0,3.0,2.0,2.0,167,1.0,4500000,Builder_Floor,7778.0
720.0,3.0,3.0,2.0,167,2.0,5500000,Builder_Floor,7778.0
450.0,2.0,1.0,2.0,167,2.0,2700000,Builder_Floor,7778.0
675.0,2.0,2.0,1.0,167,2.0,2400000,Builder_Floor,32000.0
1700.0,4.0,3.0,0.0,167,2.0,11500000,Builder_Floor,32000.0
550.0,2.0,2.0,0.0,124,2.0,3600000,Builder_Floor,32000.0
387.0,1.0,2.0,0.0,124,2.0,1700000,Builder_Floor,32000.0
450.0,2.0,1.0,0.0,166,2.0,2500000,Apartment,32000.0
900.0,4.0,2.0,1.0,167,1.0,6600000,Builder_Floor,32000.0
500.0,2.0,1.0,2.0,167,1.0,3700000,Builder_Floor,32000.0
441.0,2.0,1.0,0.0,154,1.0,3500000,Apartment,32000.0
800.0,3.0,2.0,2.0,166,1.0,5400000,Builder_Floor,32000.0
450.0,2.0,2.0,2.0,168,1.0,2550000,Builder_Floor,5666.0
1000.0,3.0,3.0,1.0,168,1.0,12500000,Builder_Floor,5666.0
715.0,2.0,2.0,0.0,167,1.0,5600000,Apartment,5666.0
600.0,2.0,2.0,0.0,167,1.0,7000000,Builder_Floor,11667.0
540.0,2.0,1.0,0.0,167,1.0,3500000,Builder_Floor,11667.0
312.0,4.0,4.0,1.0,26,1.0,35000000,Apartment,112179.0
810.0,3.0,2.0,2.0,167,1.0,9000000,Builder_Floor,11111.0
270.0,1.0,1.0,2.0,124,1.0,2300000,Builder_Floor,11111.0
900.0,3.0,2.0,2.0,167,1.0,6000000,Builder_Floor,11111.0
1000.0,3.0,2.0,0.0,167,1.0,6000000,Apartment,11111.0
540.0,2.0,2.0,2.0,325,1.0,2650000,Builder_Floor,11291.5
950.0,3.0,2.0,1.0,327,1.0,4370000,Apartment,4600.0
1000.0,3.0,2.0,0.0,340,1.0,4620000,Apartment,4620.0
540.0,2.0,2.0,2.0,5,1.0,3000000,Apartment,5000.0
540.0,2.0,2.0,2.0,158,1.0,3300000,Apartment,6111.0
1000.0,3.0,2.0,2.0,222,1.0,5510000,Builder_Floor,6111.0
500.0,2.0,2.0,2.0,98,1.0,3200000,Builder_Floor,6111.0
540.0,2.0,2.0,2.0,328,1.0,2600000,Builder_Floor,6111.0
780.0,3.0,2.0,2.0,325,1.0,4000000,Builder_Floor,6111.0
450.0,2.0,1.0,2.0,328,1.0,1850000,Builder_Floor,6111.0
360.0,1.0,1.0,2.0,325,1.0,1700000,Builder_Floor,6111.0
900.0,3.0,2.0,2.0,277,1.0,2800000,Builder_Floor,6111.0
495.0,2.0,2.0,2.0,328,1.0,2150000,Builder_Floor,6111.0
1200.0,4.0,3.0,2.0,277,1.0,6800000,Builder_Floor,6111.0
1000.0,3.0,2.0,2.0,325,1.0,6200000,Builder_Floor,6111.0
620.0,2.0,2.0,2.0,325,1.0,3100000,Builder_Floor,6111.0
680.0,3.0,2.0,2.0,98,1.0,3400000,Builder_Floor,6111.0
805.0,2.0,2.0,0.0,152,1.0,4000000,Builder_Floor,6111.0
729.0,2.0,2.0,2.0,191,1.0,4800000,Builder_Floor,6584.0
540.0,2.0,2.0,2.0,325,1.0,2500000,Builder_Floor,6584.0
360.0,1.0,1.0,2.0,325,1.0,2000000,Builder_Floor,6584.0
550.0,2.0,2.0,2.0,328,1.0,1900000,Builder_Floor,6584.0
1001.0,3.0,2.0,1.0,190,1.0,5800000,Builder_Floor,5794.0
450.0,2.0,2.0,0.0,98,1.0,2900000,Builder_Floor,5794.0
550.0,2.0,1.0,2.0,328,1.0,2000000,Builder_Floor,5794.0
550.0,2.0,2.0,2.0,326,1.0,2600000,Builder_Floor,5794.0
675.0,2.0,1.0,0.0,325,1.0,2900000,Builder_Floor,5794.0
585.0,2.0,2.0,0.0,325,1.0,3200000,Builder_Floor,5794.0
810.0,3.0,2.0,2.0,215,1.0,5400000,Builder_Floor,5794.0
765.0,3.0,2.0,2.0,98,1.0,3800000,Builder_Floor,5794.0
4688.0,5.0,4.0,0.0,324,1.0,135000000,Apartment,28797.0
3901.0,4.0,4.0,0.0,324,1.0,93000000,Apartment,23840.0
70.0,2.0,3.0,1.0,230,1.0,8200000,Builder_Floor,23840.0
800.0,3.0,2.0,0.0,231,1.0,8000000,Builder_Floor,23840.0
900.0,3.0,2.0,2.0,231,1.0,9500000,Builder_Floor,23840.0
1680.0,4.0,5.0,2.0,231,1.0,20000000,Builder_Floor,23840.0
900.0,2.0,2.0,1.0,231,3.0,7400000,Builder_Floor,23840.0
2000.0,3.0,3.0,2.0,229,1.0,37500000,Apartment,23840.0
2000.0,4.0,4.0,2.0,231,3.0,15000000,Builder_Floor,7500.0
1900.0,3.0,3.0,2.0,324,1.0,55300000,Apartment,7500.0
1530.0,3.0,3.0,2.0,229,2.0,26500000,Builder_Floor,7500.0
100.0,3.0,2.0,2.0,229,2.0,16000000,Apartment,160000.0
900.0,3.0,2.0,1.0,231,2.0,10400000,Builder_Floor,11556.0
270.0,1.0,1.0,0.0,231,2.0,1700000,Builder_Floor,11556.0
950.0,2.0,2.0,2.0,231,2.0,8000000,Builder_Floor,8421.0
1800.0,3.0,3.0,2.0,229,2.0,27000000,Builder_Floor,8421.0
1500.0,3.0,3.0,2.0,231,2.0,19500000,Builder_Floor,8421.0
1800.0,3.0,3.0,1.0,229,3.0,50000000,Apartment,27778.0
1800.0,3.0,3.0,0.0,231,3.0,21100000,Builder_Floor,11722.0
2306.0,3.0,3.0,0.0,324,1.0,57000000,Apartment,24718.0
850.0,2.0,3.0,2.0,231,1.0,5900000,Builder_Floor,24718.0
140.0,3.0,2.0,0.0,250,1.0,12000000,Builder_Floor,85714.0
900.0,3.0,2.0,0.0,231,1.0,12000000,Builder_Floor,13333.0
1800.0,3.0,3.0,0.0,231,1.0,24000000,Apartment,13333.0
200.0,1.0,1.0,2.0,229,1.0,7000000,Apartment,13333.0
1782.0,3.0,3.0,2.0,229,1.0,15000000,Apartment,8418.0
900.0,2.0,2.0,1.0,24,1.0,1500000,Builder_Floor,1667.0
405.0,2.0,1.0,2.0,231,1.0,3950000,Apartment,1667.0
1500.0,3.0,3.0,0.0,231,1.0,12500000,Builder_Floor,8333.0
66.0,3.0,1.0,0.0,24,1.0,1600000,Apartment,24242.0
2000.0,4.0,4.0,0.0,64,2.0,36500000,Apartment,11291.5
1200.0,3.0,2.0,2.0,62,1.0,20000000,Apartment,11291.5
1100.0,2.0,2.0,2.0,329,1.0,15000000,Apartment,11291.5
1400.0,3.0,2.0,2.0,329,2.0,25000000,Apartment,11291.5
1600.0,3.0,2.0,2.0,63,2.0,18500000,Apartment,11291.5
1600.0,4.0,3.0,0.0,54,2.0,23500000,Apartment,11291.5
600.0,1.0,1.0,2.0,329,1.0,8000000,Apartment,11291.5
1600.0,3.0,2.0,0.0,289,1.0,23000000,Apartment,11291.5
2000.0,3.0,3.0,0.0,63,1.0,31000000,Apartment,15500.0
650.0,1.0,2.0,2.0,61,1.0,7400000,Apartment,15500.0
1100.0,2.0,2.0,0.0,329,1.0,15500000,Apartment,15500.0
1075.0,2.0,2.0,2.0,61,2.0,12000000,Apartment,15500.0
1450.0,3.0,2.0,2.0,66,2.0,23500000,Apartment,15500.0
1200.0,3.0,2.0,2.0,330,2.0,25000000,Apartment,20833.0
600.0,1.0,2.0,0.0,102,2.0,7000000,Apartment,20833.0
1000.0,2.0,2.0,0.0,63,1.0,17500000,Apartment,20833.0
1600.0,3.0,2.0,2.0,108,1.0,25000000,Apartment,20833.0
1750.0,4.0,4.0,0.0,332,1.0,29000000,Apartment,20833.0
1300.0,3.0,3.0,2.0,61,1.0,21900000,Apartment,20833.0
550.0,1.0,2.0,1.0,333,1.0,7500000,Apartment,20833.0
2200.0,4.0,3.0,2.0,65,2.0,23500000,Apartment,10681.0
1100.0,2.0,2.0,2.0,332,2.0,24000000,Apartment,21818.0
1700.0,3.0,2.0,2.0,329,2.0,31000000,Builder_Floor,21818.0
1100.0,2.0,2.0,2.0,329,3.0,16500000,Apartment,21818.0
1000.0,2.0,2.0,1.0,153,1.0,5000000,Builder_Floor,21818.0
1350.0,3.0,2.0,1.0,75,1.0,24000000,Apartment,21818.0
1184.0,2.0,2.0,2.0,108,1.0,17000000,Apartment,14358.0
2000.0,4.0,2.0,1.0,331,1.0,40000000,Apartment,14358.0
3500.0,4.0,4.0,2.0,329,5.0,22500000,Builder_Floor,14358.0
900.0,3.0,3.0,1.0,329,2.0,20000000,Builder_Floor,14358.0
4688.0,5.0,4.0,0.0,324,1.0,135000000,Apartment,28797.0
750.0,2.0,2.0,2.0,135,1.0,5000000,Apartment,6667.0
3901.0,4.0,4.0,0.0,324,1.0,93000000,Apartment,23840.0
950.0,3.0,2.0,1.0,327,1.0,4370000,Apartment,4600.0
1000.0,3.0,2.0,0.0,340,1.0,4620000,Apartment,4620.0
850.0,2.0,1.0,2.0,311,1.0,1900000,Apartment,2235.0
2400.0,4.0,4.0,2.0,104,1.0,70000000,Apartment,2235.0
1350.0,3.0,2.0,0.0,169,1.0,5130000,Apartment,3800.0
540.0,2.0,2.0,2.0,5,1.0,3000000,Apartment,5000.0
1387.0,4.0,4.0,0.0,88,1.0,5890000,Apartment,4247.0
540.0,2.0,2.0,2.0,158,1.0,3300000,Apartment,6111.0
976.0,2.0,2.0,1.0,115,1.0,24900000,Apartment,25512.0
1050.0,3.0,2.0,0.0,323,1.0,3700000,Apartment,3524.0
2700.0,4.0,3.0,2.0,0,1.0,60000000,Builder_Floor,22222.0
1500.0,3.0,2.0,0.0,157,1.0,17400000,Apartment,22222.0
2900.0,5.0,5.0,1.0,138,1.0,51000000,Builder_Floor,22222.0
5025.0,5.0,6.0,0.0,121,4.0,170000000,Builder_Floor,22222.0
1000.0,3.0,2.0,2.0,222,1.0,5510000,Builder_Floor,22222.0
1135.0,3.0,3.0,1.0,322,2.0,25000000,Apartment,22222.0
2306.0,3.0,3.0,0.0,324,1.0,57000000,Apartment,24718.0
850.0,2.0,2.0,2.0,93,1.0,2940000,Apartment,24718.0
1200.0,3.0,3.0,2.0,19,1.0,15500000,Apartment,24718.0
1700.0,3.0,2.0,2.0,318,1.0,17200000,Apartment,24718.0
1800.0,4.0,3.0,2.0,334,2.0,55000000,Builder_Floor,30556.0
1100.0,2.0,2.0,2.0,329,1.0,15000000,Apartment,30556.0
22050.0,4.0,4.0,2.0,120,2.0,51000000,Builder_Floor,30556.0
1550.0,4.0,3.0,2.0,270,1.0,13000000,Builder_Floor,30556.0
1600.0,3.0,3.0,2.0,120,1.0,30000000,Builder_Floor,18750.0
700.0,2.0,2.0,2.0,150,1.0,2400000,Builder_Floor,18750.0
45.0,4.0,3.0,0.0,28,1.0,5500000,Builder_Floor,18750.0
1250.0,2.0,1.0,2.0,52,1.0,7500000,Apartment,4444.0
504.0,3.0,1.0,2.0,297,1.0,3600000,Apartment,7143.0
65.0,3.0,2.0,2.0,300,1.0,35000000,Apartment,7143.0
450.0,2.0,1.0,0.0,297,1.0,6000000,Apartment,13333.0
1800.0,4.0,2.0,1.0,256,1.0,17500000,Builder_Floor,9722.0
1800.0,4.0,3.0,1.0,147,1.0,35000000,Builder_Floor,19444.0
1530.0,5.0,2.0,1.0,254,1.0,10200000,Builder_Floor,6667.0
1750.0,4.0,4.0,0.0,332,1.0,29000000,Apartment,6667.0
2210.0,4.0,3.0,2.0,314,1.0,41000000,Builder_Floor,6667.0
760.0,3.0,2.0,1.0,110,1.0,6000000,Builder_Floor,6667.0
400.0,2.0,1.0,1.0,155,1.0,2500000,Apartment,6667.0
380.0,1.0,1.0,0.0,110,1.0,2200000,Builder_Floor,6667.0
904.1676,2.0,2.0,1.0,320,1.0,21500000,Apartment,6667.0
900.0,4.0,1.0,1.0,302,1.0,15000000,Apartment,6667.0
810.0,5.0,6.0,1.0,110,1.0,28900000,Apartment,6667.0
100.0,3.0,2.0,0.0,110,1.0,5500000,Builder_Floor,6667.0
50.0,2.0,1.0,2.0,302,1.0,1950000,Apartment,6667.0
58.0,2.0,1.0,0.0,110,1.0,3800000,Apartment,6667.0
900.0,2.0,1.0,2.0,313,1.0,6200000,Builder_Floor,6667.0
1650.0,4.0,3.0,1.0,298,1.0,14000000,Apartment,6667.0
1000.0,2.0,2.0,0.0,167,1.0,7500000,Apartment,6667.0
852.0,2.0,2.0,0.0,299,1.0,2670000,Apartment,6667.0
700.0,2.0,2.0,2.0,298,1.0,2500000,Apartment,6667.0
990.0,3.0,2.0,0.0,167,1.0,4000000,Apartment,4040.0
450.0,2.0,1.0,2.0,167,1.0,3500000,Builder_Floor,7778.0
1000.0,2.0,2.0,0.0,167,1.0,5000000,Apartment,5000.0
1700.0,4.0,3.0,2.0,283,2.0,29500000,Builder_Floor,21071.0
1350.0,3.0,2.0,0.0,11,1.0,19000000,Builder_Floor,14074.0
2100.0,4.0,3.0,1.0,283,1.0,25500000,Apartment,14074.0
2600.0,4.0,4.0,2.0,283,3.0,75000000,Builder_Floor,28846.0
3000.0,4.0,5.0,2.0,283,4.0,75000000,Builder_Floor,28846.0
1450.0,3.0,3.0,2.0,253,1.0,34000000,Builder_Floor,28846.0
2050.0,4.0,4.0,2.0,283,1.0,47500000,Builder_Floor,28846.0
3000.0,4.0,5.0,2.0,188,3.0,75000000,Builder_Floor,28846.0
1800.0,3.0,3.0,2.0,284,2.0,23000000,Apartment,28846.0
900.0,3.0,2.0,2.0,236,1.0,24000000,Apartment,28846.0
1500.0,3.0,2.0,2.0,253,2.0,21500000,Apartment,28846.0
1500.0,3.0,2.0,2.0,283,1.0,28500000,Builder_Floor,28846.0
1800.0,4.0,4.0,2.0,241,1.0,12500000,Builder_Floor,6944.0
1674.0,3.0,3.0,0.0,283,1.0,45000000,Builder_Floor,6944.0
2025.0,4.0,3.0,1.0,283,2.0,30500000,Builder_Floor,6944.0
1300.0,3.0,3.0,2.0,283,3.0,22500000,Builder_Floor,6944.0
990.0,3.0,3.0,1.0,236,1.0,28000000,Apartment,6944.0
2100.0,3.0,4.0,2.0,283,2.0,25000000,Builder_Floor,14705.0
2250.0,4.0,4.0,2.0,283,2.0,33700000,Builder_Floor,14705.0
1500.0,3.0,3.0,2.0,283,1.0,27000000,Builder_Floor,18000.0
2700.0,4.0,4.0,2.0,283,2.0,43500000,Builder_Floor,18000.0
1700.0,3.0,3.0,2.0,253,2.0,29000000,Builder_Floor,18000.0
1700.0,3.0,3.0,2.0,283,2.0,30000000,Builder_Floor,17647.0
2050.0,4.0,4.0,2.0,283,2.0,52100000,Apartment,17647.0
1800.0,3.0,3.0,0.0,283,1.0,32500000,Builder_Floor,18055.0
1500.0,3.0,2.0,2.0,283,1.0,20500000,Apartment,18055.0
2000.0,4.0,3.0,2.0,283,1.0,25000000,Apartment,12500.0
1500.0,3.0,3.0,2.0,283,2.0,30000000,Builder_Floor,12500.0
24300.0,4.0,5.0,2.0,283,2.0,51000000,Builder_Floor,12500.0
2475.0,4.0,4.0,2.0,283,1.0,31000000,Builder_Floor,12500.0
1800.0,3.0,3.0,2.0,280,1.0,37500000,Builder_Floor,11291.5
1300.0,3.0,3.0,2.0,16,1.0,32500000,Builder_Floor,11291.5
1500.0,3.0,3.0,2.0,280,4.0,37500000,Builder_Floor,25000.0
2100.0,4.0,4.0,2.0,280,3.0,55000000,Builder_Floor,25000.0
1800.0,4.0,4.0,2.0,280,2.0,87500000,Builder_Floor,25000.0
1100.0,2.0,2.0,0.0,280,1.0,16300000,Apartment,14818.0
2035.0,4.0,4.0,0.0,280,2.0,65000000,Builder_Floor,14818.0
1100.0,3.0,3.0,0.0,281,1.0,25000000,Builder_Floor,14818.0
1550.0,3.0,3.0,2.0,280,1.0,38000000,Builder_Floor,14818.0
700.0,2.0,2.0,0.0,280,1.0,15000000,Builder_Floor,14818.0
150.0,2.0,1.0,2.0,16,1.0,2000000,Apartment,14818.0
540.0,1.0,1.0,0.0,16,1.0,3000000,Builder_Floor,14818.0
810.0,2.0,2.0,2.0,156,1.0,8500000,Builder_Floor,14818.0
3250.0,4.0,4.0,2.0,280,1.0,55000000,Builder_Floor,14818.0
1600.0,3.0,3.0,2.0,280,2.0,22500000,Builder_Floor,14818.0
4000.0,4.0,4.0,2.0,280,1.0,72500000,Builder_Floor,14818.0
5500.0,6.0,7.0,1.0,280,1.0,160000000,Apartment,14818.0
900.0,3.0,3.0,2.0,156,1.0,12500000,Builder_Floor,14818.0
972.0,2.0,2.0,2.0,280,1.0,17000000,Apartment,14818.0
4150.0,4.0,4.0,0.0,280,3.0,82500000,Builder_Floor,14818.0
2250.0,4.0,5.0,2.0,280,2.0,55000000,Builder_Floor,14818.0
1650.0,3.0,3.0,2.0,280,1.0,35000000,Builder_Floor,14818.0
2610.0,4.0,4.0,2.0,281,2.0,42500000,Builder_Floor,14818.0
600.0,2.0,2.0,2.0,16,1.0,4700000,Builder_Floor,14818.0
1700.0,4.0,5.0,0.0,280,2.0,52500000,Builder_Floor,14818.0
2250.0,4.0,4.0,2.0,280,3.0,80000000,Builder_Floor,14818.0
880.0,3.0,2.0,0.0,16,1.0,11000000,Builder_Floor,14818.0
4200.0,4.0,5.0,2.0,280,3.0,74000000,Builder_Floor,14818.0
1450.0,3.0,3.0,2.0,280,1.0,37500000,Builder_Floor,14818.0
2200.0,4.0,4.0,2.0,281,3.0,52500000,Builder_Floor,23863.0
1620.0,3.0,3.0,2.0,259,1.0,26000000,Builder_Floor,11291.5
1078.0,3.0,2.0,0.0,223,1.0,15500000,Builder_Floor,11291.5
1710.0,3.0,3.0,0.0,251,1.0,22000000,Builder_Floor,11291.5
1150.0,3.0,3.0,2.0,226,1.0,21000000,Builder_Floor,11291.5
450.0,2.0,2.0,2.0,228,1.0,5000000,Builder_Floor,11291.5
1818.0,3.0,3.0,0.0,223,1.0,22000000,Builder_Floor,11291.5
1800.0,3.0,2.0,0.0,227,1.0,26500000,Builder_Floor,14722.0
780.0,2.0,2.0,0.0,223,1.0,8770000,Builder_Floor,14722.0
405.0,1.0,1.0,2.0,72,1.0,4500000,Apartment,14722.0
900.0,2.0,3.0,2.0,223,1.0,8500000,Apartment,14722.0
807.2925,2.0,2.0,0.0,15,1.0,8600000,Apartment,14722.0
2700.0,4.0,3.0,2.0,125,1.0,42500000,Builder_Floor,14722.0
1100.0,3.0,2.0,2.0,223,2.0,13100000,Apartment,14722.0
585.0,2.0,2.0,0.0,228,2.0,7000000,Apartment,14722.0
2152.78,3.0,3.0,1.0,189,2.0,30000000,Builder_Floor,14722.0
960.0,2.0,2.0,2.0,203,2.0,13000000,Apartment,14722.0
1800.0,4.0,3.0,0.0,225,2.0,23100000,Builder_Floor,14722.0
1100.0,3.0,2.0,2.0,223,1.0,16000000,Apartment,14722.0
900.0,2.0,2.0,0.0,223,1.0,12500000,Builder_Floor,13889.0
1620.0,3.0,3.0,1.0,159,1.0,24500000,Builder_Floor,13889.0
378.0,1.0,1.0,0.0,228,1.0,3200000,Apartment,13889.0
800.0,3.0,2.0,0.0,72,1.0,6300000,Apartment,7875.0
1350.0,3.0,3.0,2.0,251,1.0,15000000,Builder_Floor,11111.0
850.0,3.0,3.0,0.0,224,1.0,5700000,Apartment,11111.0
1580.0,3.0,2.0,1.0,310,1.0,21000000,Apartment,11111.0
820.0,2.0,3.0,0.0,223,1.0,7500000,Apartment,11111.0
594.0,2.0,1.0,2.0,20,1.0,6500000,Apartment,10943.0
14220.0,3.0,3.0,2.0,227,1.0,27500000,Builder_Floor,10943.0
800.0,3.0,2.0,0.0,125,1.0,12000000,Builder_Floor,10943.0
1500.0,3.0,2.0,2.0,317,2.0,18000000,Apartment,10943.0
1600.0,3.0,3.0,2.0,18,1.0,15600000,Apartment,11291.5
1650.0,3.0,3.0,2.0,255,1.0,15500000,Apartment,11291.5
1600.0,3.0,3.0,2.0,255,1.0,15200000,Apartment,11291.5
1900.0,3.0,3.0,1.0,117,1.0,25000000,Apartment,11291.5
1400.0,3.0,2.0,1.0,38,1.0,15000000,Apartment,11291.5
1550.0,3.0,2.0,2.0,25,1.0,15800000,Apartment,11291.5
2000.0,4.0,3.0,1.0,192,1.0,31500000,Apartment,11291.5
1500.0,3.0,3.0,2.0,25,1.0,14000000,Apartment,11291.5
1550.0,3.0,2.0,2.0,1,1.0,13200000,Apartment,11291.5
1600.0,3.0,2.0,2.0,25,1.0,15800000,Apartment,11291.5
1600.0,3.0,3.0,0.0,282,1.0,16200000,Apartment,11291.5
1800.0,3.0,2.0,2.0,252,1.0,15500000,Apartment,11291.5
1470.0,3.0,2.0,2.0,1,1.0,14500000,Apartment,11291.5
1500.0,3.0,2.0,2.0,1,1.0,14900000,Apartment,11291.5
1750.0,3.0,3.0,1.0,123,1.0,17200000,Apartment,11291.5
1650.0,3.0,3.0,1.0,132,1.0,18000000,Apartment,11291.5
1850.0,3.0,2.0,2.0,1,1.0,15500000,Apartment,11291.5
1480.0,3.0,2.0,1.0,25,1.0,15800000,Apartment,11291.5
1214.0,2.0,2.0,1.0,87,1.0,12600000,Apartment,11291.5
1380.0,3.0,2.0,2.0,1,1.0,15000000,Apartment,11291.5
1600.0,4.0,2.0,1.0,286,1.0,19500000,Apartment,11291.5
1585.0,3.0,3.0,2.0,294,1.0,16600000,Apartment,11291.5
1700.0,3.0,3.0,2.0,1,1.0,17200000,Apartment,11291.5
1200.0,2.0,2.0,2.0,220,1.0,13000000,Apartment,11291.5
1800.0,4.0,3.0,2.0,205,1.0,16500000,Apartment,11291.5
1000.0,2.0,2.0,2.0,141,1.0,10700000,Apartment,10700.0
1500.0,3.0,2.0,1.0,212,1.0,16200000,Apartment,10700.0
1700.0,3.0,2.0,1.0,123,1.0,16500000,Apartment,10700.0
1750.0,3.0,2.0,1.0,218,1.0,14900000,Apartment,10700.0
2700.0,4.0,3.0,1.0,278,1.0,27500000,Apartment,10700.0
3050.0,5.0,6.0,2.0,49,1.0,62500000,Apartment,20492.0
3405.0,5.0,5.0,2.0,48,3.0,70000000,Apartment,20558.0
1500.0,3.0,3.0,2.0,49,3.0,35500000,Apartment,20558.0
2105.0,3.0,3.0,0.0,48,3.0,42100000,Apartment,20558.0
2500.0,4.0,5.0,2.0,237,3.0,42500000,Apartment,17000.0
2090.0,3.0,4.0,2.0,48,2.0,44000000,Apartment,21052.0
2525.0,4.0,5.0,2.0,238,3.0,43200000,Apartment,21052.0
2500.0,4.0,4.0,2.0,238,2.0,52500000,Apartment,21000.0
2100.0,3.0,4.0,1.0,48,2.0,34300000,Apartment,16333.0
2022.0,3.0,3.0,2.0,237,2.0,38000000,Apartment,18793.0
2650.0,4.0,5.0,1.0,49,2.0,52500000,Apartment,19811.0
1850.0,3.0,3.0,0.0,48,2.0,37500000,Apartment,20270.0
2100.0,3.0,3.0,2.0,48,2.0,37000000,Apartment,17619.0
1700.0,3.0,4.0,2.0,49,2.0,40000000,Apartment,17619.0
2105.0,3.0,3.0,2.0,48,2.0,36200000,Apartment,17197.0
1250.0,2.0,3.0,2.0,48,1.0,29000000,Apartment,17197.0
2552.0,4.0,5.0,1.0,238,3.0,42500000,Apartment,16654.0
3112.0,5.0,6.0,2.0,49,3.0,60000000,Apartment,19280.0
2125.0,3.0,3.0,2.0,238,2.0,36500000,Apartment,17176.0
2065.0,3.0,4.0,2.0,48,2.0,42500000,Apartment,20581.0
3405.0,5.0,4.0,2.0,48,3.0,71500000,Apartment,20999.0
3050.0,5.0,5.0,2.0,48,3.0,65000000,Apartment,21311.0
2300.0,5.0,6.0,2.0,48,3.0,58000000,Apartment,21311.0
1455.0,2.0,2.0,2.0,49,2.0,27500000,Apartment,18900.0
3400.0,5.0,5.0,2.0,238,3.0,70000000,Apartment,20588.0
3100.0,5.0,5.0,2.0,48,3.0,65000000,Apartment,20967.0
1400.0,2.0,3.0,0.0,48,3.0,28600000,Apartment,20967.0
2126.0,3.0,3.0,2.0,48,2.0,39000000,Apartment,18344.0
1815.0,3.0,3.0,2.0,49,2.0,32500000,Apartment,17906.0
1700.0,3.0,3.0,0.0,238,2.0,34000000,Apartment,17906.0
700.0,2.0,2.0,0.0,7,1.0,16500000,Apartment,11291.5
980.0,2.0,2.0,2.0,306,2.0,13800000,Apartment,11291.5
1350.0,3.0,3.0,2.0,200,2.0,21000000,Apartment,11291.5
1800.0,3.0,3.0,2.0,109,2.0,22500000,Apartment,11291.5
968.751,2.0,2.0,2.0,13,2.0,15000000,Apartment,11291.5
1250.0,3.0,3.0,2.0,200,2.0,20000000,Apartment,11291.5
1800.0,3.0,3.0,1.0,13,2.0,20000000,Apartment,11291.5
1400.0,3.0,2.0,2.0,306,2.0,26000000,Builder_Floor,11291.5
1000.0,3.0,3.0,2.0,200,2.0,19500000,Apartment,11291.5
1800.0,4.0,2.0,2.0,321,1.0,21500000,Apartment,11291.5
1500.0,3.0,3.0,0.0,7,1.0,26500000,Apartment,11291.5
1600.0,3.0,3.0,2.0,200,2.0,20000000,Apartment,12500.0
1400.0,3.0,3.0,1.0,200,1.0,18000000,Apartment,12500.0
1400.0,3.0,2.0,0.0,7,1.0,19000000,Apartment,12500.0
2700.0,4.0,4.0,0.0,122,2.0,36500000,Builder_Floor,12500.0
1100.0,2.0,2.0,0.0,7,2.0,15000000,Apartment,12500.0
1200.0,2.0,2.0,2.0,7,2.0,17500000,Apartment,12500.0
1400.0,2.0,2.0,2.0,7,2.0,14000000,Apartment,12500.0
1500.0,3.0,3.0,2.0,239,2.0,21000000,Apartment,12500.0
1320.0,3.0,2.0,0.0,7,2.0,15600000,Apartment,12500.0
1300.0,3.0,3.0,0.0,240,2.0,19000000,Apartment,12500.0
1150.0,2.0,2.0,0.0,200,1.0,16500000,Apartment,12500.0
1440.0,3.0,3.0,0.0,7,1.0,19000000,Apartment,12500.0
1400.0,2.0,2.0,0.0,216,1.0,16500000,Apartment,12500.0
450.0,1.0,1.0,2.0,7,1.0,3000000,Builder_Floor,12500.0
1300.0,2.0,2.0,2.0,342,1.0,15000000,Apartment,11538.0
1200.0,2.0,2.0,0.0,216,1.0,14300000,Apartment,11538.0
1300.0,3.0,2.0,0.0,216,1.0,18500000,Apartment,11538.0
1400.0,3.0,3.0,1.0,321,1.0,19000000,Apartment,11538.0
1400.0,3.0,3.0,2.0,7,1.0,19000000,Apartment,11538.0
1600.0,4.0,2.0,2.0,68,2.0,15800000,Apartment,11291.5
1200.0,10.0,4.0,2.0,59,2.0,17000000,Apartment,11291.5
1600.0,4.0,2.0,2.0,67,1.0,15500000,Apartment,11291.5
1250.0,3.0,2.0,2.0,59,2.0,16000000,Apartment,11291.5
950.0,2.0,2.0,1.0,59,2.0,12900000,Apartment,11291.5
1200.0,3.0,3.0,1.0,59,2.0,13500000,Apartment,11291.5
